hh_ID,n_hh,n_waa,n_child,n_aged,csec,all_school,region,cropprod,landsize,mo_lowfood
169,6,2,1,3,0,0,4,1.02,2.83,10
1395,6,2,4,0,0,0,4,1.01,1.21,10
902,5,1,3,1,0,0,4,1.01,1.21,6
1589,5,2,3,0,0,1,4,1.01,2.43,0
818,7,2,4,1,0,0,3,1.01,3.64,0
398,7,3,2,2,1,0,5,1.01,1.62,10
37,10,1,5,4,0,0,4,1.01,2.43,8
583,6,2,2,2,0,1,4,1.01,1.62,6
1686,5,4,3,0,0,0,4,1.01,1.62,4
580,6,2,2,2,1,1,2,1.01,1.62,8
422,6,2,2,2,0,0,4,1,2.02,6
232,5,1,1,3,0,1,2,1,2.02,6
1242,5,2,2,1,0,1,4,1,1.62,0
19,11,4,2,5,0,0,5,1,2.02,4
1291,4,2,1,1,0,1,3,1,2.02,8
1561,7,4,3,0,0,1,1,1,0.81,6
602,6,2,2,2,0,1,5,1,0.81,6
440,5,1,2,2,0,0,4,0.99,1.21,4
838,7,3,3,1,0,0,4,0.99,4.05,4
1463,5,3,2,0,0,0,4,0.99,3.24,4
1576,5,2,3,0,0,1,2,0.99,2.02,4
274,9,2,5,2,0,0,5,0.99,0.81,6
858,6,2,3,1,0,0,3,0.99,3.24,6
759,8,2,5,1,0,0,2,0.99,2.43,8
972,5,2,2,1,0,0,3,0.98,2.02,0
201,7,2,2,3,0,1,4,0.98,4.45,10
922,6,3,2,1,0,0,4,0.98,4.05,6
1192,6,3,2,1,0,1,3,0.98,4.05,2
693,5,2,1,2,0,1,4,0.98,0.81,8
1342,3,1,1,1,0,1,4,0.98,2.02,0
686,5,2,1,2,0,1,4,0.98,2.83,4
969,5,2,2,1,0,0,2,0.98,4.05,0
856,6,2,3,1,0,0,4,0.98,1.21,6
905,5,1,3,1,0,0,3,0.98,1.21,12
32,13,3,6,4,0,0,5,0.98,0.81,2
1637,5,4,1,0,0,1,4,0.98,1.62,4
8,11,4,1,6,0,0,3,0.97,2.43,10
1654,3,2,1,0,1,1,4,0.97,4.05,0
1420,5,2,3,0,0,0,4,0.97,1.42,4
220,7,3,1,3,0,1,3,0.97,3.64,0
659,5,2,1,2,0,1,4,0.97,2.02,2
114,10,4,3,3,0,0,3,0.96,2.83,12
1695,0,0,2,0,0,1,1,0.96,2.02,0
1478,4,2,2,0,0,0,4,0.96,4.05,10
549,7,2,3,2,0,1,3,0.96,2.43,12
1045,4,2,1,1,0,0,2,0.96,0.81,0
117,9,3,3,3,1,0,4,0.96,1.21,8
844,7,3,3,1,1,0,1,0.96,0.81,0
1651,3,2,1,0,0,1,4,0.95,1.21,6
917,6,3,2,1,0,0,1,0.95,2.02,4
129,8,2,3,3,0,0,6,0.95,2.43,4
976,5,2,2,1,0,0,4,0.95,4.05,0
837,7,3,3,1,0,0,4,0.95,1.21,8
372,7,2,3,2,0,0,5,0.95,0.81,8
436,5,1,2,2,0,0,4,0.95,2.02,10
1002,3,0,2,1,0,0,1,0.95,0.61,0
1568,5,2,3,0,0,1,1,0.95,0.61,8
1532,2,1,1,0,0,0,4,0.94,0.81,2
1247,4,1,2,1,0,1,3,0.94,2.02,10
689,5,2,1,2,0,1,4,0.94,1.21,10
1446,4,1,3,0,0,0,4,0.94,1.21,8
258,10,3,5,2,0,0,3,0.94,3.24,6
342,8,3,3,2,0,0,5,0.94,3.24,6
95,10,3,4,3,0,0,3,0.94,2.83,10
1373,7,2,5,0,0,0,5,0.94,1.62,2
882,6,2,3,1,0,0,4,0.94,3.24,10
1442,5,2,3,0,0,0,4,0.94,2.43,0
234,5,1,1,3,0,1,3,0.94,1.62,0
695,5,2,1,2,0,1,5,0.94,2.43,10
1606,4,2,2,0,0,1,1,0.93,2.02,6
809,7,2,4,1,0,0,5,0.93,2.43,2
137,6,0,3,3,0,0,4,0.93,1.21,2
278,8,1,5,2,0,0,1,0.93,1.01,2
1510,4,3,1,0,0,0,3,0.93,4.05,0
1499,3,1,2,0,0,0,4,0.93,0.81,10
250,10,2,6,2,0,0,5,0.93,2.43,8
547,7,2,3,2,0,1,4,0.93,3.24,8
260,10,3,5,2,0,0,5,0.92,1.62,4
1538,8,3,5,0,0,1,2,0.92,0.81,10
313,8,2,4,2,0,0,5,0.92,2.43,10
833,8,4,3,1,0,0,5,0.92,2.02,6
614,6,2,2,2,0,1,4,0.92,2.83,0
1324,4,2,1,1,0,1,4,0.92,2.02,0
1243,5,2,2,1,0,1,4,0.92,2.43,0
353,7,2,3,2,0,0,3,0.92,3.64,4
1252,4,1,2,1,0,1,4,0.92,1.21,4
1278,4,2,1,1,0,1,2,0.91,1.62,4
392,6,1,3,2,0,0,4,0.91,2.02,2
1151,6,2,3,1,0,1,1,0.91,2.02,4
1700,0,1,3,0,1,0,4,0.91,2.83,10
309,8,2,4,2,0,0,4,0.91,3.24,8
373,7,2,3,2,0,0,5,0.91,1.62,8
4,11,0,4,7,0,0,3,0.91,2.43,5
266,9,2,5,2,0,0,2,0.91,0.81,10
889,6,2,3,1,0,0,3,0.9,1.21,0
842,7,3,3,1,0,0,5,0.9,2.43,6
1707,0,3,2,0,0,0,5,0.9,1.62,4
985,4,1,2,1,0,0,4,0.9,1.62,10
1263,5,3,1,1,0,1,1,0.9,1.21,2
205,7,2,2,3,0,1,4,0.9,1.62,6
572,8,4,2,2,1,1,5,0.9,2.02,4
1149,6,2,3,1,0,1,1,0.89,0.81,6
801,7,2,4,1,0,0,4,0.89,0.81,8
1102,8,2,5,1,1,1,2,0.89,0.81,0
765,8,2,5,1,0,0,4,0.89,1.62,4
506,3,0,1,2,0,0,3,0.89,1.62,4
1072,3,1,1,1,0,0,4,0.89,1.62,8
1434,5,2,3,0,0,0,5,0.89,2.43,4
1435,5,2,3,0,0,0,5,0.89,2.43,4
1145,7,3,3,1,0,1,4,0.89,2.83,10
348,7,2,3,2,0,0,4,0.89,1.62,10
467,5,2,1,2,0,0,4,0.89,4.05,4
219,7,3,1,3,0,1,4,0.89,1.62,4
497,4,1,1,2,0,0,4,0.88,4.05,10
823,6,1,4,1,0,0,4,0.88,1.21,10
369,7,2,3,2,0,0,4,0.88,0.81,6
1574,5,2,3,0,1,1,2,0.88,2.02,4
719,3,0,1,2,0,1,4,0.88,2.02,6
1448,4,1,3,0,0,0,4,0.88,1.21,6
1457,5,3,2,0,0,0,4,0.88,0.81,10
1146,7,3,3,1,0,1,4,0.88,2.02,0
1174,6,2,3,1,0,1,4,0.88,2.43,0
954,5,2,2,1,0,0,4,0.87,2.02,2
495,5,2,1,2,0,0,6,0.87,0.81,0
996,3,0,2,1,0,0,4,0.87,2.02,4
630,5,1,2,2,0,1,4,0.87,2.43,0
990,4,1,2,1,0,0,5,0.87,0.4,1
100,9,2,4,3,0,0,4,0.87,1.62,8
518,8,2,4,2,1,1,1,0.87,1.62,4
575,7,3,2,2,0,1,4,0.87,3.64,8
1338,3,1,1,1,0,1,4,0.87,2.02,10
1310,4,2,1,1,0,1,4,0.87,4.05,10
1321,4,2,1,1,1,1,3,0.87,4.05,0
211,6,1,2,3,0,1,2,0.87,0.81,8
172,6,2,1,3,0,0,4,0.87,2.43,0
1272,4,2,1,1,1,1,1,0.87,0.4,4
1307,4,2,1,1,0,1,4,0.87,3.24,10
253,10,2,6,2,0,0,5,0.87,0.4,10
1083,3,1,1,1,0,0,3,0.86,1.62,0
967,5,2,2,1,0,0,5,0.86,1.62,4
1586,5,2,3,0,0,1,2,0.86,0.81,0
670,5,2,1,2,0,1,3,0.86,2.02,10
668,5,2,1,2,0,1,3,0.86,1.62,10
1086,3,1,1,1,0,0,4,0.86,1.21,0
1109,8,3,4,1,0,1,2,0.86,0.1,8
735,10,2,7,1,0,0,5,0.86,2.83,2
1552,6,2,4,0,0,1,4,0.85,2.43,8
814,7,2,4,1,0,0,4,0.85,2.43,0
556,7,2,3,2,0,1,2,0.85,4.05,0
703,5,2,1,2,0,1,4,0.85,4.05,0
283,8,1,5,2,0,0,5,0.85,1.21,2
745,9,2,6,1,0,0,5,0.85,2.43,4
464,5,2,1,2,0,0,1,0.85,0.4,6
1656,3,2,1,0,0,1,4,0.85,2.02,0
1038,4,2,1,1,0,0,4,0.85,1.21,6
1057,4,2,1,1,0,0,4,0.85,1.21,0
1220,5,2,2,1,0,1,4,0.85,1.21,10
1431,5,2,3,0,0,0,4,0.85,0.81,8
939,5,2,2,1,0,0,3,0.85,0.4,10
662,5,2,1,2,1,1,4,0.84,2.43,2
1312,4,2,1,1,0,1,4,0.84,2.43,2
965,5,2,2,1,0,0,5,0.84,1.62,4
1684,9,6,5,0,0,0,5,0.84,0.4,4
1460,5,3,2,0,0,0,3,0.84,1.21,8
665,5,2,1,2,0,1,4,0.84,0.81,8
1167,6,2,3,1,0,1,4,0.84,2.02,10
1226,5,2,2,1,0,1,4,0.84,2.02,10
470,5,2,1,2,0,0,3,0.84,3.24,6
1650,3,2,1,0,0,1,4,0.84,1.62,6
1475,4,2,2,0,0,0,3,0.84,3.24,4
374,7,2,3,2,0,0,5,0.83,1.21,4
123,8,2,3,3,0,0,4,0.83,1.62,10
600,6,2,2,2,0,1,4,0.83,3.64,10
1245,4,1,2,1,0,1,2,0.83,0.4,8
870,6,2,3,1,0,0,4,0.83,0.81,4
588,6,2,2,2,0,1,3,0.82,1.21,6
431,6,2,2,2,0,0,4,0.82,1.62,0
351,7,2,3,2,0,0,4,0.82,2.02,10
1121,7,2,4,1,0,1,2,0.82,2.02,4
1103,7,1,5,1,1,1,2,0.82,2.02,6
1024,4,2,1,1,0,0,3,0.82,1.62,6
1464,5,3,2,0,0,0,4,0.82,3.24,8
1455,5,3,2,0,0,0,1,0.82,0.4,6
839,7,3,3,1,0,0,4,0.82,2.43,6
893,6,2,3,1,0,0,4,0.82,2.83,0
1169,6,2,3,1,0,1,4,0.82,2.83,6
107,8,1,4,3,0,0,4,0.81,4.05,10
768,8,2,5,1,0,0,5,0.81,2.43,10
1550,6,2,4,0,1,1,2,0.81,0.4,6
1183,9,6,2,1,0,1,5,0.81,1.21,4
1469,4,2,2,0,0,0,4,0.81,3.64,8
485,5,2,1,2,0,0,4,0.81,2.43,10
925,5,2,2,1,0,0,1,0.81,1.21,10
445,4,0,2,2,0,0,4,0.81,1.62,2
690,5,2,1,2,0,1,4,0.81,3.24,4
1418,5,2,3,0,0,0,4,0.8,1.62,4
980,4,1,2,1,0,0,4,0.8,0.4,10
737,9,1,7,1,0,0,1,0.8,0.81,4
1128,7,2,4,1,0,1,4,0.8,2.02,10
540,7,2,3,2,1,1,1,0.8,0.81,6
482,5,2,1,2,0,0,4,0.8,1.62,2
1511,3,2,1,0,0,0,4,0.8,2.83,2
1670,6,3,4,0,0,0,3,0.8,2.43,12
210,6,1,2,3,1,1,2,0.79,2.02,4
317,8,2,4,2,0,0,5,0.79,0.4,10
682,5,2,1,2,0,1,4,0.79,1.21,10
786,8,3,4,1,0,0,5,0.79,0.4,6
393,6,1,3,2,0,0,4,0.78,2.43,4
1297,4,2,1,1,0,1,4,0.78,3.24,10
1300,4,2,1,1,0,1,4,0.78,1.62,2
1452,6,4,2,0,0,0,4,0.77,1.21,4
368,7,2,3,2,0,0,4,0.77,0.81,4
998,3,0,2,1,0,0,3,0.77,2.83,4
1003,3,0,2,1,0,0,4,0.77,1.21,0
962,5,2,2,1,0,0,4,0.77,0.81,2
1462,5,3,2,0,0,0,4,0.76,1.62,8
658,5,2,1,2,0,1,4,0.76,0.81,2
1383,6,2,4,0,1,0,2,0.76,2.02,4
147,7,2,2,3,0,0,2,0.76,1.62,10
473,5,2,1,2,0,0,3,0.76,2.83,12
1533,2,1,1,0,0,0,4,0.76,3.24,10
769,8,2,5,1,0,0,5,0.76,0.81,10
1157,6,2,3,1,0,1,4,0.76,1.62,4
367,7,2,3,2,0,0,4,0.76,1.21,4
363,7,2,3,2,0,0,4,0.76,1.62,6
545,7,2,3,2,1,1,2,0.76,1.62,10
1515,3,2,1,0,0,0,3,0.76,1.21,8
1273,4,2,1,1,1,1,1,0.76,2.02,6
635,7,4,1,2,0,1,5,0.76,1.21,6
270,9,2,5,2,0,0,4,0.76,2.83,8
1267,5,3,1,1,0,1,4,0.75,1.21,6
517,9,3,4,2,0,1,4,0.75,2.43,4
1170,6,2,3,1,0,1,4,0.75,2.83,6
755,10,4,5,1,0,0,5,0.75,1.21,6
153,7,2,2,3,0,0,5,0.75,0.4,2
91,11,4,4,3,0,0,5,0.75,2.43,10
1181,4,0,3,1,0,1,2,0.75,2.43,0
827,10,6,3,1,0,0,5,0.74,2.43,6
828,10,6,3,1,0,0,5,0.74,2.43,6
148,7,2,2,3,0,0,4,0.74,0.81,4
1071,3,1,1,1,0,0,4,0.74,0.81,10
469,5,2,1,2,0,0,3,0.74,2.02,6
587,6,2,2,2,0,1,4,0.74,3.24,4
249,10,2,6,2,0,0,5,0.74,1.21,8
1269,5,3,1,1,0,1,5,0.74,0.81,8
749,8,1,6,1,0,0,5,0.74,1.21,10
89,9,1,5,3,0,0,4,0.74,3.24,10
86,10,2,5,3,0,0,5,0.74,2.43,6
1430,5,2,3,0,0,0,4,0.74,2.02,10
1180,4,0,3,1,0,1,1,0.74,1.01,0
458,6,3,1,2,0,0,4,0.74,1.62,8
430,6,2,2,2,0,0,4,0.74,3.24,0
634,7,4,1,2,0,1,4,0.74,1.21,4
605,6,2,2,2,0,1,5,0.74,2.02,6
1063,3,1,1,1,0,0,4,0.74,0.81,6
1447,4,1,3,0,0,0,4,0.74,1.62,10
599,6,2,2,2,0,1,4,0.74,1.62,6
731,10,2,7,1,0,0,4,0.73,2.43,10
291,10,4,4,2,0,0,2,0.73,0.81,0
1347,2,0,1,1,0,1,4,0.73,1.21,2
725,3,0,1,2,0,1,3,0.73,0.81,0
461,6,3,1,2,0,0,4,0.73,1.21,10
233,5,1,1,3,0,1,4,0.73,1.21,6
1451,7,5,2,0,0,0,4,0.73,0.81,10
33,13,3,6,4,0,0,5,0.72,0.81,0
286,12,6,4,2,0,0,4,0.72,1.62,10
151,7,2,2,3,0,0,4,0.72,2.83,6
434,6,2,2,2,0,0,4,0.72,1.62,0
1140,9,5,3,1,0,1,4,0.72,1.62,6
1679,2,1,2,0,0,0,4,0.72,2.83,4
711,4,1,1,2,0,1,4,0.72,2.43,8
1394,6,2,4,0,0,0,4,0.71,2.43,10
766,8,2,5,1,0,0,5,0.71,3.24,2
1359,9,3,6,0,0,0,4,0.71,2.02,6
1281,4,2,1,1,0,1,4,0.71,1.21,6
387,6,1,3,2,0,0,4,0.71,0.4,6
1389,6,2,4,0,0,0,4,0.71,1.21,6
715,4,1,1,2,0,1,4,0.71,2.43,0
1240,5,2,2,1,0,1,4,0.71,3.24,0
532,6,0,4,2,0,1,4,0.71,2.43,8
239,12,2,8,2,0,0,1,0.71,0.81,4
489,5,2,1,2,0,0,5,0.71,1.62,6
410,6,2,2,2,0,0,3,0.7,2.02,6
18,8,0,3,5,1,0,6,0.7,1.42,0
118,9,3,3,3,0,0,4,0.7,2.43,6
527,8,2,4,2,0,1,1,0.7,0.51,0
1628,3,1,2,0,0,1,3,0.7,1.21,10
1229,5,2,2,1,0,1,4,0.7,2.83,4
505,3,0,1,2,0,0,3,0.7,2.83,2
627,5,1,2,2,0,1,4,0.7,3.24,10
912,5,1,3,1,0,0,3,0.7,1.21,0
163,5,0,2,3,0,0,3,0.7,2.83,4
110,7,0,4,3,0,0,1,0.7,0.4,0
1123,7,2,4,1,0,1,4,0.7,1.62,6
797,7,2,4,1,0,0,4,0.69,2.43,6
1706,0,2,3,0,0,0,4,0.69,2.43,0
1388,6,2,4,0,0,0,4,0.69,2.83,8
183,11,4,4,3,0,1,4,0.69,0.81,6
900,6,2,3,1,0,0,4,0.69,1.62,0
237,14,3,9,2,0,0,4,0.69,2.43,8
1276,4,2,1,1,1,1,2,0.69,2.02,2
589,6,2,2,2,0,1,4,0.69,3.24,10
811,7,2,4,1,0,0,5,0.68,2.43,4
961,5,2,2,1,0,0,4,0.68,2.83,4
1156,6,2,3,1,0,1,2,0.68,2.83,4
361,7,2,3,2,0,0,4,0.68,2.83,4
1520,3,2,1,0,0,0,4,0.68,2.43,8
696,5,2,1,2,0,1,5,0.68,0.81,4
982,4,1,2,1,0,0,4,0.68,1.62,4
708,4,1,1,2,0,1,4,0.68,2.43,6
452,4,0,2,2,0,0,4,0.68,3.24,8
1647,3,2,1,0,0,1,3,0.67,0.4,2
246,10,2,6,2,0,0,4,0.67,2.43,10
624,5,1,2,2,0,1,4,0.67,0.81,6
328,6,0,4,2,0,0,1,0.67,0.51,8
1426,5,2,3,0,0,0,4,0.67,2.02,10
1408,5,1,4,0,1,0,5,0.67,0.81,10
1390,6,2,4,0,0,0,4,0.67,1.62,6
1014,4,2,1,1,1,0,1,0.67,0.81,6
264,10,3,5,2,0,0,5,0.67,2.02,6
1280,4,2,1,1,0,1,4,0.67,2.02,8
1119,7,2,4,1,0,1,2,0.67,1.21,2
1648,3,2,1,0,0,1,3,0.67,1.21,6
1349,2,0,1,1,0,1,4,0.67,1.21,4
1355,11,4,7,0,1,0,5,0.67,1.62,6
1228,5,2,2,1,0,1,4,0.67,0.81,2
490,5,2,1,2,0,0,2,0.67,2.02,0
565,6,1,3,2,0,1,1,0.67,0.81,4
596,6,2,2,2,0,1,4,0.66,1.62,10
1052,4,2,1,1,0,0,3,0.66,2.83,0
254,8,0,6,2,0,0,4,0.66,2.02,8
553,7,2,3,2,0,1,4,0.66,1.21,10
744,9,2,6,1,0,0,5,0.66,1.62,10
1578,5,2,3,0,0,1,4,0.66,2.83,10
1709,0,2,4,0,1,0,4,0.66,2.02,6
699,5,2,1,2,0,1,4,0.66,2.43,0
1529,2,1,1,0,0,0,4,0.66,1.21,8
657,5,2,1,2,0,1,4,0.66,1.21,6
1204,5,2,2,1,0,1,4,0.66,2.43,4
1062,3,1,1,1,0,0,4,0.66,1.21,6
667,5,2,1,2,0,1,4,0.65,1.21,4
69,7,2,1,4,0,1,4,0.65,1.21,10
941,5,2,2,1,1,0,4,0.65,2.02,4
1042,4,2,1,1,0,0,4,0.65,2.02,10
1406,5,1,4,0,0,0,2,0.65,2.02,6
541,7,2,3,2,0,1,1,0.65,0.81,4
314,8,2,4,2,0,0,6,0.65,0.81,4
315,8,2,4,2,0,0,6,0.65,0.81,4
824,6,1,4,1,0,0,4,0.65,2.02,10
621,5,1,2,2,0,1,4,0.65,3.24,8
409,6,2,2,2,0,0,3,0.65,1.21,10
595,6,2,2,2,0,1,4,0.65,1.21,6
1530,2,1,1,0,0,0,4,0.65,2.83,6
515,11,5,4,2,0,1,4,0.65,2.43,10
132,8,2,3,3,0,0,5,0.65,0.81,2
168,6,2,1,3,0,0,4,0.64,2.02,6
1527,2,1,1,0,0,0,1,0.64,1.62,6
1089,3,1,1,1,0,0,4,0.64,1.62,0
280,8,1,5,2,0,0,4,0.64,2.02,6
876,6,2,3,1,0,0,4,0.64,1.21,8
240,12,3,7,2,0,0,6,0.64,1.21,4
262,10,3,5,2,0,0,5,0.64,1.62,8
371,7,2,3,2,0,0,6,0.63,0.81,1
325,7,1,4,2,0,0,4,0.63,2.43,4
873,6,2,3,1,0,0,4,0.63,1.62,2
907,5,1,3,1,0,0,4,0.63,0.81,10
604,6,2,2,2,0,1,5,0.63,2.43,6
162,6,1,2,3,0,0,5,0.63,1.62,4
1526,3,2,1,0,0,0,4,0.63,0.81,0
1194,6,3,2,1,0,1,4,0.63,0.81,10
144,8,3,2,3,0,0,3,0.62,1.21,4
1211,5,2,2,1,0,1,3,0.62,2.43,4
1445,4,1,3,0,0,0,4,0.62,1.21,8
308,8,2,4,2,0,0,4,0.62,1.21,4
1525,3,2,1,0,0,0,4,0.62,1.01,0
792,7,2,4,1,0,0,4,0.62,1.62,10
293,9,3,4,2,0,0,4,0.62,0.81,6
934,5,2,2,1,0,0,4,0.62,0.81,8
712,4,1,1,2,0,1,4,0.61,1.21,10
1325,4,2,1,1,0,1,4,0.61,2.02,0
1322,4,2,1,1,0,1,4,0.61,1.21,0
195,7,1,3,3,0,1,5,0.61,1.21,10
1492,3,1,2,0,0,0,4,0.61,0.81,4
1471,4,2,2,0,0,0,4,0.61,0.81,4
1260,3,0,2,1,0,1,4,0.61,1.21,6
139,6,0,3,3,0,0,5,0.61,2.43,6
1227,5,2,2,1,0,1,4,0.61,2.02,6
966,5,2,2,1,0,0,5,0.61,1.62,4
968,5,2,2,1,0,0,5,0.61,1.62,4
272,9,2,5,2,0,0,4,0.61,2.83,4
366,7,2,3,2,0,0,4,0.61,2.83,10
146,8,3,2,3,0,0,5,0.61,1.62,10
831,8,4,3,1,0,0,4,0.61,1.21,4
743,9,2,6,1,0,0,5,0.6,1.21,10
44,12,5,3,4,0,0,5,0.6,1.21,4
5,12,2,3,7,0,0,5,0.6,3.24,10
1224,5,2,2,1,0,1,4,0.6,1.21,10
593,6,2,2,2,0,1,4,0.6,2.43,6
787,8,3,4,1,0,0,4,0.6,0.81,0
60,5,0,1,4,0,0,4,0.6,2.83,0
133,8,2,3,3,0,0,3,0.6,2.02,0
177,5,1,1,3,0,0,4,0.6,2.02,2
1036,4,2,1,1,0,0,4,0.6,0.81,4
425,6,2,2,2,0,0,5,0.6,1.62,10
381,7,2,3,2,0,0,5,0.6,0.81,6
1662,2,1,1,0,0,1,4,0.59,1.21,6
1302,4,2,1,1,1,1,4,0.59,0.81,4
423,6,2,2,2,0,0,4,0.59,2.02,10
597,6,2,2,2,0,1,4,0.59,2.02,10
105,9,2,4,3,0,0,5,0.59,2.83,6
716,3,0,1,2,0,1,4,0.59,0.81,4
997,3,0,2,1,0,0,3,0.59,0.45,10
959,5,2,2,1,0,0,4,0.59,1.21,8
1331,3,1,1,1,1,1,4,0.59,2.83,6
202,7,2,2,3,0,1,4,0.59,2.83,2
603,6,2,2,2,0,1,5,0.59,1.62,2
869,6,2,3,1,0,0,4,0.59,2.43,10
67,8,3,1,4,0,1,4,0.59,1.62,6
1398,6,2,4,0,0,0,4,0.59,1.62,10
760,8,2,5,1,0,0,4,0.58,0.4,10
1251,4,1,2,1,0,1,4,0.58,2.43,10
1465,5,3,2,0,0,0,5,0.58,2.02,1
58,7,2,1,4,0,0,3,0.58,2.02,6
212,6,1,2,3,0,1,3,0.58,1.21,12
1545,8,4,4,0,0,1,5,0.58,1.21,6
359,7,2,3,2,0,0,4,0.58,0.4,8
947,5,2,2,1,0,0,4,0.58,2.43,10
1593,4,1,3,0,0,1,6,0.58,0.2,0
1594,4,1,3,0,0,1,6,0.58,0.2,0
529,8,2,4,2,0,1,1,0.57,0.71,0
1254,4,1,2,1,0,1,4,0.57,1.21,4
454,4,0,2,2,0,0,4,0.57,1.21,10
1195,6,3,2,1,0,1,4,0.57,1.62,10
868,6,2,3,1,0,0,4,0.57,0.81,4
75,13,3,7,3,0,0,5,0.57,1.62,6
681,5,2,1,2,0,1,4,0.57,1.21,8
135,8,2,3,3,0,0,4,0.57,1.62,0
437,5,1,2,2,0,0,3,0.57,2.83,2
1092,2,0,1,1,0,0,4,0.57,2.02,0
1212,5,2,2,1,0,1,4,0.57,1.62,10
1522,3,2,1,0,0,0,4,0.57,2.43,10
1619,4,2,2,0,0,1,4,0.57,2.43,10
486,5,2,1,2,0,0,4,0.57,0.81,10
956,5,2,2,1,0,0,4,0.56,1.21,8
1037,4,2,1,1,0,0,4,0.56,1.21,10
1070,3,1,1,1,0,0,4,0.56,1.62,8
263,10,3,5,2,0,0,5,0.56,1.62,1
1115,7,2,4,1,0,1,1,0.56,0.81,6
1381,8,4,4,0,0,0,5,0.56,1.62,8
1093,10,2,7,1,0,1,2,0.56,0.81,6
1660,2,1,1,0,0,1,4,0.56,1.21,10
379,7,2,3,2,0,0,5,0.56,0.81,10
1401,6,2,4,0,0,0,4,0.55,1.62,6
1223,5,2,2,1,0,1,4,0.55,0.81,10
1262,6,4,1,1,0,1,4,0.55,1.21,10
807,7,2,4,1,0,0,4,0.55,2.43,8
853,6,2,3,1,0,0,4,0.55,2.43,4
1208,5,2,2,1,0,1,4,0.55,2.43,10
1429,5,2,3,0,0,0,4,0.54,1.62,8
526,8,2,4,2,0,1,4,0.54,1.21,4
488,5,2,1,2,0,0,5,0.54,1.62,8
707,4,1,1,2,0,1,4,0.54,2.43,2
1203,5,2,2,1,0,1,4,0.54,0.81,4
1207,5,2,2,1,0,1,4,0.54,0.4,10
389,6,1,3,2,0,0,3,0.54,1.62,6
474,5,2,1,2,0,0,3,0.54,1.62,6
626,5,1,2,2,0,1,4,0.54,0.81,4
780,9,4,4,1,0,0,5,0.53,1.21,10
1069,3,1,1,1,0,0,3,0.53,1.62,8
407,6,2,2,2,0,0,3,0.53,2.02,12
1206,5,2,2,1,0,1,4,0.53,1.62,10
158,6,1,2,3,0,0,4,0.53,0.81,4
207,7,2,2,3,0,1,6,0.53,1.62,0
616,6,2,2,2,0,1,5,0.53,0.81,0
1636,5,4,1,0,0,1,2,0.53,0.81,10
1004,3,0,2,1,0,0,4,0.53,1.62,0
1441,5,2,3,0,0,0,4,0.53,1.62,0
357,7,2,3,2,1,0,4,0.53,2.43,8
480,5,2,1,2,0,0,4,0.53,2.43,10
685,5,2,1,2,0,1,4,0.53,2.43,4
261,10,3,5,2,0,0,5,0.52,1.21,10
885,6,2,3,1,0,0,5,0.52,1.62,4
170,6,2,1,3,0,0,4,0.52,1.21,4
519,8,2,4,2,0,1,1,0.52,1.01,4
200,7,2,2,3,1,1,2,0.52,0.4,6
663,5,2,1,2,0,1,4,0.52,2.02,4
698,5,2,1,2,1,1,2,0.51,0.4,0
1500,3,1,2,0,0,0,4,0.51,1.62,4
915,4,0,3,1,0,0,4,0.51,0.81,10
1603,5,3,2,0,0,1,4,0.51,1.62,10
343,8,3,3,2,0,0,5,0.51,1.21,6
594,6,2,2,2,0,1,4,0.51,1.62,4
1110,8,3,4,1,0,1,4,0.51,1.21,4
782,8,3,4,1,0,0,4,0.5,2.02,2
1217,5,2,2,1,0,1,4,0.5,1.62,4
536,10,5,3,2,0,1,5,0.5,1.62,10
835,7,3,3,1,0,0,4,0.5,1.21,10
883,6,2,3,1,0,0,4,0.5,2.02,8
810,7,2,4,1,0,0,5,0.5,0.4,4
447,4,0,2,2,0,0,4,0.5,0.81,6
988,4,1,2,1,0,0,4,0.49,1.62,10
376,7,2,3,2,0,0,5,0.49,2.02,10
713,4,1,1,2,0,1,6,0.49,2.02,6
1487,4,2,2,0,0,0,4,0.49,0.81,0
174,6,2,1,3,0,0,4,0.49,1.21,0
223,6,2,1,3,0,1,4,0.49,1.21,4
706,4,1,1,2,0,1,4,0.49,2.43,10
507,3,0,1,2,0,0,4,0.49,0.81,0
1573,5,2,3,0,0,1,2,0.48,2.02,6
1604,4,2,2,0,0,1,1,0.48,2.02,2
694,5,2,1,2,0,1,4,0.48,0.4,8
276,9,2,5,2,0,0,5,0.48,1.21,2
331,10,5,3,2,0,0,5,0.48,1.62,4
1283,4,2,1,1,0,1,4,0.48,0.81,4
475,5,2,1,2,0,0,3,0.48,2.02,6
1198,5,2,2,1,0,1,1,0.48,0.4,4
878,6,2,3,1,0,0,4,0.48,1.62,4
1294,4,2,1,1,0,1,4,0.48,1.21,8
632,4,0,2,2,1,1,4,0.47,0.81,6
1376,6,1,5,0,0,0,6,0.47,1.62,6
1482,4,2,2,0,0,0,4,0.47,1.21,2
1493,3,1,2,0,0,0,4,0.47,1.21,2
1512,3,2,1,0,0,0,4,0.47,0.81,8
1403,6,2,4,0,0,0,6,0.47,1.62,6
643,6,3,1,2,0,1,4,0.46,0.81,10
592,6,2,2,2,0,1,4,0.46,1.21,10
1629,3,1,2,0,0,1,3,0.46,1.21,12
1509,4,3,1,0,0,0,4,0.46,0.81,8
1080,3,1,1,1,0,0,2,0.46,0.81,0
